TeamID,Timestamp,Packet,State,Altitude,Pressure,Temp,Voltage,Lat,Lon,Sats,BNO_qi,BNO_qj,BNO_qk,BNO_qr,SHT_Temp,SHT_Hum,BME_Press,BME_Temp,BME_Hum,BME_Gas,BME_IAQ,BMP_Press,BMP_Temp,ADS_V
1234,2025-09-30 12:04:08,124,ASCENT,534.03,896.09,2.61,3.07,12.969023,77.589562,15,0.9332,0.7026,-0.9847,0.588,14.89,86.93,871.21,32.46,22.38,18182,185,990.6,30.38,1.707
1234,2025-09-30 12:04:10,125,LANDED,231.59,984.95,-7.43,4.13,12.979105,77.590979,5,-0.9622,-0.9015,-0.5326,-0.2961,7.68,73.77,920.42,28.64,32.99,43927,99,910.89,27.91,3.199
1234,2025-09-30 12:04:12,126,IDLE,924.33,902.25,19.94,3.35,12.965437,77.596703,12,0.7863,-0.4205,-0.0786,0.4844,17.06,85.73,815.92,20.99,36.01,36385,170,932.66,10.48,3.807
1234,2025-09-30 12:04:14,127,IDLE,535.44,996.99,15.83,3.78,12.971262,77.597204,6,0.3607,0.2982,-0.9397,-0.8955,5.5,69.45,889.05,29.52,57.98,36078,135,813.49,-6.63,4.855
1234,2025-09-30 12:04:16,128,DESCENT,775.88,854.48,4.97,3.01,12.967641,77.603957,9,0.8507,0.9228,0.5416,-0.9187,15.8,68.11,949.62,12.77,58.58,12566,225,816.56,31.14,3.661
1234,2025-09-30 12:04:18,129,IDLE,118.55,879.82,28.17,3.74,12.978157,77.588512,8,-0.8613,0.0542,-0.6221,-0.8583,21.4,67.11,809.09,19.78,35.22,17707,31,944.97,39.51,4.305
1234,2025-09-30 12:04:20,130,IDLE,753.7,922.65,8.17,3.2,12.962568,77.59005,15,0.3502,-0.9706,-0.9913,0.8424,4.94,59.67,826.22,33.07,66.06,48614,107,925.39,39.42,2.443
1234,2025-09-30 12:04:22,131,LANDED,340.88,996.16,17.17,3.49,12.978997,77.596859,11,0.3077,0.829,-0.9101,-0.492,9.27,37.11,982.33,39.79,79.74,21284,462,832.41,17.86,0.878
1234,2025-09-30 12:04:24,132,LANDED,118.19,925.61,3.42,3.44,12.973965,77.588148,9,-0.5902,-0.8173,0.5539,-0.4898,25.4,67.27,921.52,4.87,79.71,22636,370,843.94,18.02,4.247
1234,2025-09-30 12:04:26,133,DESCENT,121.14,949.06,24.57,4.06,12.967891,77.586335,14,0.3005,0.0796,0.4011,-0.664,11.42,32.76,832.93,24.97,89.44,13765,236,878.83,8.08,2.474
1234,2025-09-30 12:04:28,134,IDLE,698.63,812.81,17.62,4.0,12.979771,77.599291,11,-0.9102,0.1371,0.3521,-0.0748,17.63,86.65,935.89,37.31,52.38,16027,395,819.19,19.24,3.442
1234,2025-09-30 12:04:30,135,ASCENT,340.57,813.55,7.13,3.86,12.967843,77.590273,10,-0.6853,0.8226,-0.011,0.1096,27.32,21.21,850.76,-3.66,38.39,46344,427,990.45,27.31,1.611
1234,2025-09-30 12:04:32,136,LANDED,352.01,949.72,12.84,3.56,12.974711,77.592043,11,-0.5738,-0.9162,0.4066,-0.1909,21.45,72.01,961.39,-1.07,22.48,31465,492,928.55,35.08,1.009
1234,2025-09-30 12:04:34,137,IDLE,652.8,851.18,19.55,3.16,12.967479,77.593598,7,0.1568,-0.2996,0.5584,0.1569,19.64,70.75,919.73,-1.63,27.46,44407,359,965.14,10.25,0.591
1234,2025-09-30 12:04:36,138,ASCENT,807.38,956.66,-3.29,3.8,12.973984,77.586013,6,-0.6758,-0.4698,-0.6558,0.0258,20.83,39.99,912.09,33.93,46.6,27736,88,868.0,3.08,4.743
1234,2025-09-30 12:04:38,139,LANDED,976.62,852.4,32.7,3.39,12.971957,77.590152,14,-0.6067,0.9289,0.4084,-0.7491,6.17,53.13,887.15,19.41,73.32,29459,331,806.86,-9.43,3.468
1234,2025-09-30 12:04:40,140,ASCENT,263.32,1009.63,-2.7,3.02,12.97048,77.590336,13,0.6156,-0.6561,-0.2265,-0.0004,-3.41,58.46,800.84,2.36,37.14,30001,113,816.98,22.44,0.344
1234,2025-09-30 12:04:42,141,LANDED,159.85,895.95,39.37,3.4,12.97782,77.593602,7,0.3907,0.0447,0.2158,0.1687,13.69,75.03,923.81,-9.52,61.9,46969,233,915.12,12.5,3.801
1234,2025-09-30 12:04:44,142,IDLE,417.97,927.53,27.06,3.94,12.977138,77.587335,10,-0.7289,0.9547,-0.4657,0.8654,33.02,31.39,897.53,12.11,47.12,25324,372,954.37,37.5,3.008
1234,2025-09-30 12:04:46,143,LANDED,224.01,891.58,18.56,3.38,12.967061,77.599138,6,0.4465,-0.0405,-0.6851,-0.5972,39.61,45.11,920.51,4.9,62.31,13936,4,874.33,3.4,1.964
1234,2025-09-30 12:04:48,144,LANDED,466.12,983.59,16.54,3.72,12.96767,77.599271,5,0.904,0.1051,-0.7568,-0.1684,-3.71,49.06,859.27,5.59,42.83,13682,491,951.17,27.01,2.629
1234,2025-09-30 12:04:50,145,ASCENT,728.75,939.73,29.39,3.65,12.970841,77.591357,9,-0.0366,0.1202,0.5537,0.2137,24.56,79.66,869.86,12.71,54.7,43677,314,819.78,33.88,3.387
1234,2025-09-30 12:04:52,146,LANDED,149.92,984.21,3.84,4.08,12.965787,77.593323,13,0.1632,0.2359,0.4417,-0.336,6.6,78.09,1002.78,20.43,34.01,23527,336,866.53,-7.78,3.702
1234,2025-09-30 12:04:54,147,LANDED,365.69,830.45,27.1,3.38,12.979501,77.592092,13,-0.3909,0.6201,-0.56,0.1272,-2.63,76.64,817.86,5.34,43.52,28909,283,999.12,6.32,2.999
1234,2025-09-30 12:04:56,148,DESCENT,333.37,911.43,26.97,3.06,12.965851,77.603901,9,-0.4265,-0.2531,0.1335,-0.8593,-8.32,81.52,808.81,-3.06,89.85,45158,431,800.72,4.97,0.363
1234,2025-09-30 12:04:58,149,DESCENT,876.0,843.67,34.84,3.25,12.974428,77.602963,11,-0.7914,-0.2899,0.9658,-0.2838,29.35,39.63,850.62,2.35,72.96,17005,192,847.44,34.69,0.832
1234,2025-09-30 12:05:00,150,IDLE,292.71,941.83,2.95,3.96,12.970208,77.597271,6,0.5564,-0.1714,-0.4446,-0.128,18.85,23.44,985.55,34.9,29.16,30255,12,825.76,24.23,2.417
1234,2025-09-30 12:05:02,151,IDLE,530.67,804.93,36.89,4.1,12.967135,77.5946,11,0.7877,-0.8184,-0.2169,-0.7771,31.69,79.27,1005.82,8.05,45.01,38909,96,1000.3,-7.59,3.986
1234,2025-09-30 12:05:04,152,IDLE,855.17,932.24,39.85,4.13,12.977145,77.599563,13,-0.8257,0.9446,-0.2669,0.0498,13.38,27.0,895.36,0.84,37.47,46971,54,957.64,9.47,3.022
1234,2025-09-30 12:05:06,153,IDLE,347.89,830.75,6.96,3.27,12.96906,77.588525,12,-0.685,-0.4786,-0.364,0.0235,19.29,88.08,962.89,15.83,40.35,10616,254,973.18,11.12,4.881
1234,2025-09-30 12:05:08,154,ASCENT,910.93,1009.28,39.18,3.81,12.975576,77.602029,6,-0.1235,0.235,0.8441,-0.2683,12.98,37.79,940.14,-8.09,26.78,18309,334,983.21,20.4,3.652
1234,2025-09-30 12:05:10,155,DESCENT,914.06,993.42,31.44,3.25,12.968281,77.591568,6,-0.3555,-0.6703,0.6317,-0.0495,15.05,89.21,822.91,22.48,34.51,18736,24,948.72,5.39,2.698
1234,2025-09-30 12:05:12,156,DESCENT,611.95,915.54,18.41,3.66,12.979217,77.60434,6,-0.9479,0.0806,-0.8824,0.1551,12.08,46.65,971.66,-4.64,89.78,14529,313,891.63,26.8,1.921
1234,2025-09-30 12:05:14,157,IDLE,382.51,873.57,5.78,3.25,12.972009,77.601236,6,-0.3092,0.3926,-0.6969,-0.4903,11.98,83.62,909.58,10.36,43.7,49273,48,826.7,29.17,3.462
1234,2025-09-30 12:05:16,158,IDLE,920.62,948.53,19.87,3.35,12.970339,77.588453,6,0.1477,0.1082,0.6105,0.851,34.02,24.28,1013.81,32.13,40.36,19739,163,885.12,-1.65,2.472
1234,2025-09-30 12:05:18,159,DESCENT,580.94,867.02,-0.13,3.63,12.964641,77.598493,13,0.5997,0.3596,0.2717,0.0058,23.54,38.63,995.84,-4.06,41.11,46762,483,870.68,5.87,2.334
1234,2025-09-30 12:05:20,160,ASCENT,631.39,961.72,13.55,3.4,12.978458,77.59801,12,0.1392,-0.9934,0.0365,0.0057,35.64,24.12,891.17,-3.94,37.76,23657,321,1001.29,-6.48,1.53
1234,2025-09-30 12:05:22,161,IDLE,523.46,863.14,27.8,3.18,12.968852,77.597627,5,-0.8631,-0.066,0.8164,-0.1575,-0.51,62.65,873.44,32.36,76.08,27963,150,822.04,12.32,0.901
1234,2025-09-30 12:05:24,162,LANDED,159.24,995.75,15.3,3.75,12.975872,77.587336,12,-0.52,-0.5058,-0.4658,-0.8572,6.28,58.12,844.63,35.11,61.87,19906,338,993.08,31.19,1.383
1234,2025-09-30 12:05:26,163,LANDED,989.8,999.57,-4.77,4.09,12.977073,77.594944,6,0.0384,-0.7696,-0.4823,-0.7608,10.81,51.47,863.99,5.11,55.88,48586,425,914.42,36.43,2.073
1234,2025-09-30 12:05:28,164,IDLE,335.4,852.49,-4.5,3.32,12.981312,77.60088,6,0.4624,0.4473,0.017,0.8902,17.14,38.7,880.95,24.19,88.05,25467,236,974.66,-1.24,3.756
1234,2025-09-30 12:05:30,165,IDLE,995.0,876.89,38.66,3.39,12.970832,77.58971,10,-0.762,0.2391,0.2845,0.5759,13.09,45.96,803.59,-8.32,72.64,20507,16,976.22,23.08,1.512
1234,2025-09-30 12:05:32,166,DESCENT,945.17,807.37,20.09,3.57,12.974505,77.599043,12,0.0955,-0.2666,0.7382,-0.6398,26.74,77.34,825.54,28.34,48.15,30469,217,949.51,-8.38,3.803
1234,2025-09-30 12:05:34,167,DESCENT,393.92,879.26,23.59,3.14,12.976784,77.596392,9,0.9716,0.9469,-0.7585,0.2443,17.1,75.61,840.21,10.3,28.41,22519,41,911.01,37.2,0.868
1234,2025-09-30 12:05:36,168,DESCENT,683.63,972.08,-3.39,3.99,12.975494,77.58891,5,0.8985,0.1796,0.4349,-0.3569,19.32,48.51,854.01,16.65,76.49,45713,102,823.26,30.87,4.324
1234,2025-09-30 12:05:38,169,LANDED,172.08,812.55,36.63,3.7,12.970629,77.587507,14,0.1648,0.8604,-0.595,-0.6742,-6.91,62.36,916.71,-2.03,88.28,15328,42,948.92,22.46,0.099
1234,2025-09-30 12:05:40,170,ASCENT,110.62,924.64,-8.68,3.65,12.96226,77.596194,7,0.0373,0.254,-0.8584,-0.9287,11.95,83.17,814.91,19.07,49.74,27232,287,936.79,16.01,2.145
1234,2025-09-30 12:05:42,171,LANDED,167.81,979.68,27.69,3.33,12.968616,77.588342,7,0.016,0.7864,0.5286,0.8276,5.77,75.76,916.71,35.15,56.04,20617,302,898.08,38.65,2.105
1234,2025-09-30 12:05:44,172,IDLE,717.81,1011.65,22.26,3.34,12.981562,77.593431,5,0.4004,0.6527,0.5097,-0.9905,35.32,54.29,895.16,34.6,24.28,26801,180,972.1,28.93,4.478
1234,2025-09-30 12:05:46,173,IDLE,163.64,845.38,27.37,3.74,12.977366,77.587955,13,-0.7096,0.9737,0.8578,0.715,39.71,71.82,1009.81,15.45,42.29,14292,348,987.56,35.6,1.054
1234,2025-09-30 12:05:48,174,IDLE,799.29,952.18,19.89,3.05,12.976226,77.597365,12,0.7917,0.8364,-0.2025,0.4352,38.57,57.97,1009.77,37.63,44.05,34056,467,949.33,19.08,0.166
1234,2025-09-30 12:05:50,175,DESCENT,263.23,994.09,30.74,4.15,12.964693,77.604504,10,0.1629,-0.6816,0.8555,0.1706,-0.5,86.75,917.05,21.15,72.12,35077,319,811.9,-2.64,3.297
1234,2025-09-30 12:05:52,176,LANDED,509.39,923.92,16.71,3.35,12.96451,77.589802,7,-0.3265,-0.2992,-0.6831,-0.705,15.45,35.99,821.29,29.4,60.36,10684,396,988.42,-7.4,3.711
1234,2025-09-30 12:05:54,177,ASCENT,526.51,873.47,0.58,3.03,12.962236,77.587865,13,0.516,0.6927,-0.6307,-0.0519,-3.3,46.33,832.43,27.3,27.49,47474,209,822.21,30.92,3.724
1234,2025-09-30 12:05:56,178,LANDED,833.27,944.54,34.93,3.31,12.963939,77.600058,7,0.4996,-0.6266,0.7541,0.2973,9.12,52.99,948.48,14.25,52.03,41713,178,812.3,37.35,3.251
1234,2025-09-30 12:05:58,179,LANDED,848.39,878.1,34.57,3.21,12.977052,77.587311,8,-0.3054,-0.4187,-0.4351,-0.2125,-7.53,65.28,975.5,35.91,60.81,48260,84,823.2,38.85,4.084
1234,2025-09-30 12:06:00,180,ASCENT,870.83,846.41,0.54,3.51,12.97717,77.598085,13,-0.4159,-0.9257,0.34,-0.5718,24.48,54.92,954.79,9.45,23.71,18952,274,961.05,14.02,2.507
1234,2025-09-30 12:06:02,181,IDLE,358.18,997.38,11.18,3.49,12.973199,77.588769,7,0.5269,-0.4712,0.4075,-0.6626,1.9,58.48,833.94,11.63,67.77,43978,299,879.23,22.02,2.735
1234,2025-09-30 12:06:04,182,ASCENT,101.76,947.13,39.07,3.33,12.973736,77.602376,12,0.9714,-0.5781,0.5241,-0.1656,-5.25,71.18,839.98,31.56,83.18,43607,125,1006.61,31.64,2.425
1234,2025-09-30 12:06:06,183,DESCENT,977.1,915.71,11.47,4.06,12.968995,77.593465,8,-0.7129,0.4766,-0.3902,-0.2363,31.25,86.42,885.86,35.3,22.15,44042,360,973.63,21.39,4.636
1234,2025-09-30 12:06:08,184,DESCENT,584.56,984.31,-3.9,4.09,12.977414,77.597181,13,-0.7307,-0.7607,-0.4985,-0.8538,3.33,67.77,933.42,-8.23,60.66,17539,390,948.41,37.99,2.169
1234,2025-09-30 12:06:10,185,ASCENT,551.74,893.2,19.87,3.8,12.97795,77.601396,8,-0.8544,-0.0173,-0.4203,-0.3823,31.18,23.66,941.8,17.52,83.63,34837,402,897.7,24.37,3.196
1234,2025-09-30 12:06:12,186,ASCENT,992.29,998.43,38.16,3.41,12.979318,77.590348,6,0.6309,-0.6568,0.2065,0.0667,-6.9,87.65,894.68,1.0,51.74,48888,217,922.68,25.74,0.709
1234,2025-09-30 12:06:14,187,ASCENT,100.72,990.13,3.28,4.1,12.974923,77.603691,8,0.0977,0.5898,0.5326,-0.1565,23.79,27.84,961.23,14.15,69.08,38692,272,840.08,35.46,2.132
1234,2025-09-30 12:06:16,188,LANDED,225.98,914.64,6.29,3.06,12.962885,77.587171,5,0.6326,0.2202,-0.0757,0.7608,33.66,79.42,820.67,13.87,28.61,15508,79,812.64,20.57,1.66
1234,2025-09-30 12:06:18,189,ASCENT,426.81,896.09,21.31,4.09,12.977406,77.592432,12,-0.9102,-0.7129,-0.6018,-0.2368,39.82,50.78,890.6,13.65,54.02,18827,160,991.84,-0.11,3.835
1234,2025-09-30 12:06:20,190,IDLE,467.46,810.46,12.51,3.37,12.980135,77.592211,6,-0.7047,0.0747,-0.841,0.9575,5.85,46.77,893.74,-5.05,56.89,30474,244,849.56,12.9,1.635
1234,2025-09-30 12:06:22,191,LANDED,998.49,801.36,11.64,3.66,12.97261,77.592597,12,-0.4441,-0.9098,-0.3837,0.745,-5.6,76.05,830.57,-7.01,43.85,22243,128,950.93,34.59,3.684
1234,2025-09-30 12:06:24,192,DESCENT,904.81,808.55,10.06,3.61,12.966354,77.585585,15,0.3803,0.671,0.4232,-0.7316,35.89,52.01,894.79,-6.53,64.27,15650,237,800.52,39.4,4.725
1234,2025-09-30 12:06:26,193,LANDED,520.11,842.4,15.75,4.04,12.961941,77.584767,15,-0.8434,0.3805,0.1125,-0.3849,12.07,84.86,971.19,33.27,54.24,28438,228,842.83,31.38,2.008
1234,2025-09-30 12:06:28,194,DESCENT,283.02,822.05,-7.38,3.68,12.974846,77.591627,7,-0.3761,0.6092,0.5,-0.7484,0.34,69.96,996.3,35.43,88.74,32972,400,908.88,-5.48,3.261
1234,2025-09-30 12:06:30,195,LANDED,341.61,973.35,39.08,3.47,12.981507,77.590566,12,-0.856,-0.2899,0.5792,-0.9994,4.7,45.58,926.31,-2.41,57.96,24035,116,961.31,1.5,3.478
1234,2025-09-30 12:06:32,196,IDLE,337.54,903.45,13.58,3.24,12.980634,77.602225,12,0.0299,-0.571,0.4895,0.2433,-2.67,53.05,819.31,29.67,61.2,47990,216,881.98,30.3,3.129
1234,2025-09-30 12:06:34,197,IDLE,247.3,1011.83,12.45,3.8,12.971513,77.589394,14,-0.102,-0.5636,0.8756,-0.8535,33.72,62.3,861.59,-1.96,43.53,29454,228,803.96,9.24,3.716
1234,2025-09-30 12:06:36,198,ASCENT,680.76,938.17,5.81,3.46,12.963631,77.59453,12,0.0094,0.8792,-0.2801,0.4889,10.5,43.23,1003.73,33.17,54.98,45718,238,859.94,25.37,3.602
1234,2025-09-30 12:06:38,199,LANDED,775.15,823.67,3.79,3.57,12.980032,77.584662,6,0.4542,0.7988,-0.143,-0.8276,15.33,32.68,893.12,6.9,40.66,39073,229,960.59,35.37,3.71
1234,2025-09-30 12:06:40,200,DESCENT,304.88,872.1,29.49,3.09,12.976483,77.599419,12,0.5661,-0.4525,0.6119,-0.746,10.09,20.18,850.64,33.28,86.15,34457,355,849.78,30.76,4.004
